rank,trait,abs_mean_sum
1,confused,3.4092027500271795
2,very_confused,2.7680362466722723
3,metaphorical,2.4083260983228683
4,interdisciplinary,2.225989745557308
5,entertaining,1.81206607170403
6,pessimistic,1.5876334455609322
7,holistic,1.5786903679370878
8,speculative,1.5584357859753073
9,skeptical,1.5415189510397613
10,theoretical,1.5089803621172906
11,risk_taking,1.4645038889721036
12,playful,1.4406234524212778
13,challenging,1.3988907679915428
14,anxious,1.3607168421894311
15,socratic,1.3567482821643353
16,generalist,1.3420426197350026
17,empathetic,1.2789788987115025
18,introspective,1.212803389132023
19,competitive,1.2035112120211127
20,spontaneous,1.149770345687866
21,reactive,1.1279109740070998
22,assertive,1.115363822132349
23,inspirational,1.0928976300426505
24,humble,1.0832513363659384
25,experiential,1.0547569997608661
26,narrative,1.0364758802764118
27,quantitative,1.036121392995119
28,nurturing,1.0141154654324054
29,curious,0.9407275667972862
30,verbose,0.9318994574248791
31,extroverted,0.9230549782514572
32,contemporary,0.9099694624543191
33,supportive,0.9049022668600082
34,intuitive,0.8915993931517006
35,cautious,0.8866089185513557
36,exploratory,0.8586829096078873
37,optimistic,0.8376575851067901
38,resilient,0.835026446184734
39,patient,0.8223961625061929
40,accessible,0.8053413203917443
41,agreeable,0.7758487140014768
42,qualitative,0.7474824026226998
43,inclusive,0.7141012869030235
44,big_picture,0.7121159232035279
45,grounded,0.683952871337533
46,collaborative,0.673454339504242
47,casual,0.6651071514934301
48,literal,0.6529827080667019
49,inquisitive,0.6485383323393761
50,problem_solving,0.6168573044613004
51,adaptable,0.6105557393655181
52,open_ended,0.5887324989400804
53,flexible,0.56857452692464
54,calm,0.5652358539402484
55,confident,0.5564193479903042
56,practical,0.554847725238651
57,independent,0.5486684498190879
58,educational,0.5315454702079296
59,proactive,0.5276681542024017
60,analytical,0.5234977633506059
61,formal,0.5148244157806039
62,transparent,0.48548585871234534
63,decisive,0.478042408823967
64,strategic,0.4390434976667166
65,specialized,0.4388650819659234
66,reductionist,0.4002516150474548
67,traditional,0.38943061060173084
68,conscientious,0.33913746597245337
69,stoic,0.3210682297581212
70,concise,0.30876820711418984
71,data_driven,0.3054337349534035
72,serious,0.29148755114525554
73,progressive,0.2728631019592285
74,methodical,0.20097597934305667
75,factual,0.14220680456608534
